elapsed_sec,raw_x,raw_y,raw_z
15.241,3544,-988,13980
15.252,4952,-2112,15120
15.266,5020,-1740,16152
15.283,5072,-856,15852
15.299,5580,-640,15200
15.314,5552,-880,14700
15.33,5732,-1308,14656
15.357,5508,-1436,15176
15.367,5312,-1140,14808
15.379,6428,-668,15760
15.392,6688,-1276,15672
15.41,6308,-1884,14960
15.426,6344,-1928,14516
15.438,5920,-2196,14456
15.454,6588,-2440,15028
15.471,6408,-1504,15148
15.486,6588,-612,15096
15.516,6272,-744,14604
15.528,6004,-1660,13808
15.539,5652,-1684,13444
15.549,4692,-3548,14512
15.565,5952,-2204,17072
15.581,6168,-188,16724
15.597,6652,1656,15504
15.61,7364,1896,14120
15.626,5292,-892,12724
15.643,3772,-4048,13368
15.671,4780,-4460,13936
15.682,5948,-2164,15356
15.694,5792,-288,15520
15.708,5824,236,14364
15.721,5536,-500,13820
15.737,5300,-1536,13832
15.753,5752,-1940,13888
15.77,5612,-2016,14580
15.786,6440,-1432,15888
15.801,6640,-1568,16068
15.826,6516,-1172,15392
15.836,6460,-1300,15116
15.848,6136,-1996,14800
15.864,6044,-2552,14864
15.88,5784,-2808,14604
15.897,5860,-2636,14576
15.909,6196,-1712,15128
15.925,6376,-1432,15872
15.942,7060,-736,16740
15.958,7292,120,16076
15.988,6104,-252,14912
15.999,5136,-2696,13200
16.01,4568,-4648,12520
16.021,5332,-3644,12984
16.035,6024,-1420,14568
16.053,6744,-324,16048
16.069,7264,72,16148
16.082,7244,-964,16460
16.099,6400,-1412,15204
16.115,5652,-2176,14064
16.142,5628,-2936,13544
16.153,5884,-2660,13800
16.165,6328,-2100,15444
16.176,6576,-1476,15800
16.192,6588,-1612,16136
16.208,6108,-668,14548
16.224,6072,-960,13196
16.24,5300,-2916,13248
16.257,5144,-4188,13884
16.27,5652,-3732,14284
16.298,6156,-1888,15432
16.309,6296,-588,14668
16.319,5852,-664,13432
16.334,5256,-1964,12856
16.351,5252,-3940,13788
16.363,5784,-3816,14524
16.381,6216,-2888,15608
16.397,6468,-2396,15564
16.412,6580,-1556,15860
16.43,6904,-252,15884
16.458,6984,44,15768
16.469,6400,-1140,15468
16.48,6544,-1788,14972
16.49,6040,-2164,14676
16.507,6040,-2092,14656
16.523,6608,-1240,15316
16.54,7232,-1068,16568
16.552,7356,228,16864
16.568,6600,132,14728
16.586,5224,-2692,12776
16.614,4068,-5348,12088
16.626,4652,-7172,12764
16.636,5772,-4296,14068
16.647,6192,-1640,14856
16.663,6728,-784,15228
16.679,7200,-1792,15712
16.695,6804,-1828,15960
16.712,6788,-1792,15852
16.728,6188,-1836,14484
16.741,5172,-2916,12880
16.768,4604,-4820,12352
16.779,5668,-4972,13020
16.789,6400,-2484,14308
16.806,6964,-1804,15008
16.821,7416,-1308,15884
16.842,6984,-1344,16024
16.853,7056,-964,16132
16.868,6820,-992,15872
16.884,6376,-1844,15080
16.9,6288,-2176,14508
16.928,6128,-1916,14564
16.939,6228,-1652,14644
16.95,6464,-1272,15236
16.962,6628,-392,16388
16.977,7148,-440,16572
16.994,6264,-904,14860
17.011,6092,-1904,13260
17.024,5396,-3360,12964
17.044,5668,-2148,13892
17.055,6716,-1504,14308
17.083,5852,-1568,14340
17.094,6016,-1244,15028
17.104,6656,-2312,14668
17.117,6076,-1672,15292
17.134,6408,-1784,14564
17.15,5776,-1936,14596
17.166,6288,-1564,14632
17.182,6044,-1304,14716
17.198,6232,-1276,14844
17.215,6124,-1196,14676
17.239,5892,-1432,14660
17.249,6188,-1712,14748
17.26,6160,-1624,15000
17.276,6288,-448,15284
17.292,6344,-976,15512
17.307,5904,-1336,14528
17.322,5460,-2120,14336
17.338,6464,-2016,14464
17.355,6368,-2092,14732
17.372,6188,-2044,13340
17.401,5708,-2188,14300
17.411,7264,-1048,16504
17.423,10832,-3116,14312
17.433,6384,2048,15996
17.449,8568,92,14004
17.465,3792,-2164,13600
17.481,5560,-3732,13336
17.497,5548,-2896,13516
17.51,6308,-1504,14584
17.527,6664,-696,15608
17.558,6948,-372,16188
17.569,6824,-32,15896
17.579,5800,-88,14908
17.591,5616,-1804,14328
17.604,6160,-3080,13956
17.622,5608,-3800,13584
17.637,6504,-3824,14280
17.653,5880,-2228,15760
17.671,7144,-2116,15404
17.683,6056,-3124,14208
17.712,5832,-3496,13752
17.723,5684,-4132,13156
17.734,5932,-4408,13900
17.747,7376,-2276,14388
17.763,7200,-1812,16992
17.781,6432,756,16244
17.793,7836,-100,14688
17.809,4832,-2940,13740
17.825,5380,-5168,13496
17.842,5892,-4412,13540
17.872,6340,-3036,14352
17.882,6776,-1656,15128
17.892,6848,-696,15796
17.904,7208,-748,16736
17.919,6716,-712,15292
17.937,5864,-2156,14456
17.952,5676,-3152,13832
17.965,5944,-3588,14384
17.981,6220,-3372,14888
17.998,5872,-2936,15392
18.025,6380,-2272,15192
18.035,5868,-2372,14552
18.047,5728,-2936,14008
18.07,5404,-2912,13516
18.081,5060,-4120,13400
18.092,5632,-3872,14128
18.108,6152,-2712,14756
18.125,6100,-2672,14736
18.141,6588,-2416,15240
18.156,6280,-2300,15276
18.185,6340,-2856,15208
18.196,5996,-2836,14608
18.206,5800,-3076,14444
18.218,6316,-2564,14872
18.236,6336,-2072,15384
18.252,6528,-1872,15416
18.265,6400,-1492,15296
18.28,6068,-1848,14932
18.296,6008,-2088,14620
18.313,5888,-1948,14708
18.341,6076,-1692,14620
18.353,5952,-1652,14400
18.363,5744,-2360,14092
18.374,5908,-2208,15096
18.391,6096,-1308,15732
18.407,6288,-808,14964
18.424,5144,-1644,13352
18.44,4932,-3676,13060
18.453,4668,-5264,13124
18.47,5264,-4816,13472
18.498,6016,-2984,14484
18.508,6664,-1572,15628
18.52,6860,-608,15668
18.533,6408,-1080,15388
18.547,6400,-1860,15020
18.563,6076,-2388,14736
18.58,6236,-2416,14768
18.596,6872,-1872,15200
18.612,6892,-1400,15652
18.629,6680,-1252,15076
18.654,6416,-1688,14236
18.665,5752,-2480,13180
18.676,5340,-4680,13304
18.69,6068,-4488,13752
18.706,6088,-3416,15024
18.722,6588,-2760,15604
18.734,6384,-2504,15216
18.752,6232,-2988,14932
18.768,6332,-3000,14700
18.785,6416,-2316,14540
18.813,5972,-2608,14500
18.825,6596,-2528,14432
18.836,6492,-1672,14320
18.848,6752,-1156,14640
18.862,7144,-716,15048
18.878,7400,-924,15896
18.895,7512,-724,15464
18.911,6884,-844,15108
18.923,6412,-1232,14544
18.941,6268,-1952,13804
18.968,6224,-1964,13792
18.978,6336,-2724,13764
18.989,6848,-2192,14532
19.005,6780,-1748,15204
19.018,6724,-1452,15008
19.035,6708,-1764,14964
19.051,6400,-1888,14844
19.067,6520,-1752,14480
19.093,6748,-1288,15156
19.104,6804,-1628,15536
19.127,6332,-1648,14992
19.138,6040,-1148,14512
19.148,5800,-744,14256
19.161,6000,-592,14176
19.177,5880,-1096,14364
19.193,5908,-1476,14436
19.207,5876,-1600,14392
19.224,5848,-1408,14224
19.239,6148,-1664,14364
19.256,6096,-1616,14532
19.29,6256,-1548,14840
19.3,6392,-1420,14952
19.311,6356,-1312,14860
19.322,6412,-684,14972
19.334,6580,-664,14872
19.349,6548,-928,15216
19.366,6444,-800,14844
19.383,6432,-1096,14804
19.395,6424,-1240,14896
19.411,6644,-1088,15108
19.444,6588,-1176,14964
19.455,6616,-1296,15124
19.465,6412,-1184,14736
19.476,6656,-1144,14836
19.49,6552,-1204,14964
19.507,6468,-1236,14788
19.523,6404,-1272,14564
19.538,6464,-1100,14748
19.562,6472,-1260,14912
19.574,6460,-1156,14792
19.602,6592,-1132,14644
19.613,6268,-1388,14560
19.624,6280,-1468,14528
19.634,6092,-1380,14480
19.648,6344,-1352,14760
19.664,6408,-1396,14816
19.677,6492,-1440,14996
19.693,6348,-1236,14748
19.71,6216,-944,14832
19.726,6340,-1248,14636
19.754,6164,-1288,14660
19.765,6212,-1328,14612
19.777,6200,-1296,14704
19.787,6260,-1328,14804
19.805,6204,-1140,14880
19.82,6260,-824,14676
19.837,6324,-764,14648
19.853,6404,-1060,14932
19.865,6376,-1040,14712
19.882,6276,-1208,14740
19.915,6256,-1212,14772
19.926,6296,-1184,14552
19.937,6372,-1256,14820
19.949,6492,-1000,14932
19.96,6376,-1084,14836
19.977,6220,-1248,14624
19.994,6180,-964,14580
20.009,6380,-1072,14628
20.025,6364,-996,14756
20.042,6456,-968,14840
20.069,6464,-1044,15028
20.08,6284,-1220,14812
20.091,6336,-1200,14820
20.103,6380,-1264,14816
20.12,6492,-1344,14940
20.136,6384,-1240,14772
20.148,6260,-1048,14808
20.166,6264,-992,14564
20.182,6440,-1296,14892
20.197,6784,-1492,15212
20.228,6348,-1168,15348
20.239,6468,-1124,15152
20.25,6176,-1456,15048
20.261,6244,-3208,14656
20.275,6092,-4744,13812
20.292,5776,-4768,12944
20.308,5524,-4236,13024
20.325,5404,-3472,13628
20.34,5632,-1836,13836
20.353,6352,-896,14492
20.386,6548,-632,16364
20.396,7180,-104,16388
20.406,6368,368,14408
20.418,5312,-2072,12816
20.432,3908,-5700,12520
20.448,5804,-7064,12504
20.464,6312,-3800,13696
20.48,6968,-828,14896
20.497,8804,268,14180
20.513,8976,1100,15616
20.544,8696,1088,15388
20.555,7228,220,15708
20.567,5960,-1768,13504
20.578,5504,-3676,12068
20.59,4852,-4928,11704
20.606,5588,-4248,13036
20.619,6120,-2312,14296
20.636,6872,-1872,15536
20.653,7004,-1764,15888
20.668,6664,-2044,15396
20.713,6340,-2972,14276
20.724,6064,-3132,13828
20.735,6436,-2888,14128
20.746,6820,-2224,14816
20.757,7064,-1948,14972
20.768,6960,-1908,15276
20.78,6656,-2076,14568
20.796,6200,-2452,14028
20.812,5960,-2952,12972
20.825,5492,-3880,13148
20.866,6216,-2504,13588
20.877,6648,-1932,14816
20.889,6976,-1832,15400
20.9,7124,-1880,14504
20.917,6196,-2256,13860
20.928,6376,-2080,13244
20.939,6492,-2004,13712
20.95,6748,-1936,14744
20.967,7384,-880,15180
20.983,6912,-48,15096
21.025,6924,-1628,14968
21.035,7328,-2492,15296
21.045,7144,-1824,15280
21.056,7172,-844,16092
21.067,7908,-228,16604
21.08,7092,-296,15152
21.092,6144,-1136,13712
21.107,5868,-2312,13436
21.124,6064,-3300,13188
21.145,6296,-2656,13944
21.178,6656,-1336,15440
21.191,7112,84,15376
21.201,6456,-900,14408
21.212,6048,-2404,13844
21.223,5588,-4012,13544
21.233,6548,-5708,13052
21.249,6616,-3268,13856
21.265,6940,-1404,14932
21.28,7096,-1560,15388
21.297,7228,-1924,15344
21.335,6608,-1788,14964
21.346,6096,-1588,14380
21.356,5944,-1680,13716
21.366,6180,-1000,13620
21.377,5792,176,14052
21.389,6500,1424,14796
21.406,6704,1616,15380
21.421,6728,1012,15384
21.439,6476,804,14092
21.454,6704,896,13060
21.493,7204,16,13364
21.505,7420,-244,15460
21.515,8208,680,15732
21.527,8304,1360,16224
21.537,7868,1284,16116
21.549,7276,64,15256
21.562,6200,-236,13692
21.578,6300,-1276,13268
21.594,5900,-1540,13440
21.611,5728,-1288,13504
21.642,5832,-828,13848
21.653,5884,-236,14232
21.663,6108,4,14244
21.674,6272,108,14424
21.688,6424,-20,14952
21.704,6388,-716,14772
21.72,6052,-896,14160
21.734,5516,-2208,13432
21.75,6164,-2660,13356
21.766,6004,-1252,14124
21.793,7532,1068,16588
21.804,7920,1632,17920
21.816,7180,904,17336
21.827,6200,148,15504
21.843,5408,-948,14420
21.86,5680,-1888,13996
21.876,5612,-1196,13748
21.893,5572,-924,13968
21.909,5476,-316,14632
21.922,6036,-272,14704
21.95,5924,-256,14632
21.961,6008,-960,14356
21.971,6124,-1596,14408
21.987,6800,-700,15456
22.003,6560,-348,15352
22.016,6136,-32,14628
22.033,7964,2224,14248
22.049,7360,220,13384
22.064,5880,448,14740
22.081,4076,912,16388
22.106,7524,-20,14480
22.117,1944,144,14036
22.128,9692,1252,13752
22.143,6240,1588,15720
22.159,8284,512,16764
22.176,6984,2192,16028
22.188,5968,860,14760
22.205,5736,484,13496
22.22,5332,-104,13604
22.237,5912,-1664,14040
22.265,6788,-852,13792
22.282,6524,592,16360
22.292,6348,1240,16756
22.302,5368,1128,15052
22.314,5508,52,14008
22.331,5264,-372,13504
22.347,6032,-2916,14260
22.363,6516,-3532,14524
22.377,6772,-2428,15036
22.393,6592,-996,16036
22.423,7080,-444,15832
22.435,7200,-228,16080
22.445,6152,-700,14980
22.456,6140,-1252,14424
22.471,6340,-820,14656
22.487,6172,564,14896
22.503,5640,1088,14976
22.518,5532,572,14848
22.536,6140,80,14980
22.548,5840,148,14732
22.574,6372,620,15312
22.585,5680,872,15336
22.597,5440,828,15360
22.614,5184,1216,14604
22.627,4852,-1476,13752
22.642,5148,-2396,13628
22.658,4692,-1176,13640
22.676,5668,0,14924
22.691,6380,220,16504
22.708,6072,1188,16848
22.735,5652,1612,15176
22.745,5268,-312,14816
22.755,5432,-1652,14184
22.77,5484,-1540,13440
22.785,4596,-1960,13608
22.801,4816,72,14744
22.815,6560,-432,16888
22.831,6272,776,17220
22.847,5992,672,15444
22.863,5168,-832,14140
22.892,5004,-1060,13076
22.903,5772,-984,14328
22.914,6300,100,15316
22.926,6060,652,15420
22.941,6276,1592,15860
22.957,6332,1020,16624
22.974,6452,1612,15472
22.991,5356,564,14656
23.003,5580,-888,15080
23.02,6212,-1732,16416
23.047,5820,-1956,15108
23.057,5908,-1324,14856
23.067,5680,-300,15260
23.084,5984,-704,14308
23.097,4768,64,14696
23.113,6084,156,14884
23.13,5592,464,14736
23.146,6052,-124,15576
23.162,6348,204,15420
23.175,6504,1124,15276
23.203,6596,1692,14776
23.214,5728,1668,13972
23.225,5476,1440,14064
23.241,4828,1052,14656
23.257,5800,372,15852
23.269,4804,504,15264
23.285,5432,372,15632
23.302,5508,-520,14552
23.318,5252,-28,15304
23.334,5560,136,15060
23.358,5528,-288,15316
23.368,5296,-432,15488
23.38,5152,348,15496
23.397,5172,624,14600
23.412,4876,-40,14292
23.429,4832,-888,14556
23.442,5112,-744,15500
23.458,6060,-628,17100
23.475,5144,-692,16212
23.489,4040,-640,14524
23.524,4112,-676,14132
23.534,4160,-464,14156
23.545,4584,-152,14836
23.557,4772,544,14776
23.569,4828,736,14824
23.584,5020,108,15424
23.6,5036,-4,16444
23.615,5264,540,16172
23.63,5316,652,14732
23.647,4864,-52,13768
23.684,4380,-1824,13656
23.694,4432,-4332,14028
23.705,4776,-5432,14432
23.715,5184,-3704,15240
23.726,6076,-1652,18220
23.74,6016,492,17408
23.756,5760,1728,14564
23.772,4856,-1940,14904
23.79,4360,-4252,14216
23.803,5172,-4320,13328
23.849,4848,-4316,12876
23.86,5504,-3156,14944
23.87,6112,-1800,16112
23.881,5960,-932,16224
23.891,5980,-972,16136
23.902,6280,-1132,15704
23.913,5752,-1620,15412
23.929,5500,-2212,15212
23.946,5528,-2872,15272
23.961,5412,-2848,14656
23.995,5412,-2188,14756
24.006,5588,-1616,14668
24.017,5780,-1328,14908
24.028,6072,-1812,15344
24.039,6384,-2232,15804
24.055,5992,-2972,15480
24.072,5776,-2148,13776
24.085,6000,-208,15252
24.101,5004,260,14740
24.117,5180,-392,15656
24.147,5696,-628,16184
24.158,5456,64,15364
24.169,5108,212,14576
24.18,4412,320,13756
24.195,4240,-1420,13980
24.211,3908,-3908,14228
24.228,5000,-3428,15144
24.244,5612,-1372,15244
24.26,5564,280,14852
24.272,5552,8,14276
24.301,5288,-668,14340
24.312,5432,-1448,15052
24.322,5652,-1912,15748
24.339,5632,-1276,16412
24.35,6216,-468,17372
24.367,6160,-288,16988
24.383,6960,0,16096
24.399,5536,-1264,14296
24.416,4460,-3008,12504
24.432,4204,-5340,11460
24.459,4252,-7504,12480
24.469,5004,-5904,13656
24.481,5576,-3080,14380
24.493,6348,-1900,15992
24.51,6696,-692,17196
24.526,7580,-592,16116
24.54,6236,-1656,14968
24.555,6208,-1840,14648
24.571,6220,-2504,14560
24.587,5936,-3220,14160
24.618,5672,-2340,14688
24.628,5564,-880,16060
24.64,6472,-804,16064
24.65,6412,836,15620
24.666,7528,1012,14784
24.682,5832,-796,14456
24.698,5912,-1656,15096
24.715,6800,-3248,14940
24.727,5324,-3092,13432
24.743,5984,-1208,14232
24.774,6368,-412,17504
24.785,6444,1156,16024
24.796,5044,-404,14196
24.809,4432,-2752,13236
24.821,4280,-4860,12692
24.838,4812,-4948,12668
24.855,5844,-3120,13400
24.871,5712,-1184,14632
24.887,6464,736,15904
24.902,6892,344,17544
24.929,6640,412,17084
24.94,6088,-1040,15516
24.95,5416,-2000,14568
24.965,5484,-2924,13720
24.981,5724,-2340,14608
24.997,6180,-1484,15068
25.01200661,5651,185,14253
25.02701321,5809,-449,14576
25.04201982,6881,331,16254
25.05702643,8064,3812,15057
25.07203303,8058,6773,18043
25.08703964,5502,5707,14959
25.10204625,4767,-843,12482
25.11705285,3953,-6446,13409
25.13205946,4047,-8397,12153
25.14706607,5340,-4574,13632
25.16207267,5436,212,15101
25.17707928,6411,3244,16411
25.19208589,6844,3823,16042
25.20709249,5426,2155,14854
25.2220991,5252,-1076,13157
25.23710571,5312,-2894,13523
25.25211231,5214,-2991,13742
25.26711892,5990,-1685,15165
25.28212553,6031,-1040,15092
25.29713213,5590,-1952,14317
25.31213874,6393,-2766,14139
25.32714535,6103,-2069,14587
25.34215195,6461,-1434,15264
25.35715856,6444,-106,15846
25.37216517,6916,128,15721
25.38717177,6970,36,15485
25.40217838,6590,452,15257
25.41718498,6347,-340,14540
25.43219159,5828,-1271,13802
25.4471982,5878,-809,13892
25.4622048,6768,189,15397
25.47721141,8814,2525,17157
25.49221802,7858,4384,17206
25.50722462,6621,5092,16283
25.52223123,6432,3180,15094
25.53723784,5520,545,14322
25.55224444,5857,-1700,13332
25.56725105,4541,-3392,12767
25.58225766,5191,-3555,13840
25.59726426,5739,-963,14809
25.61227087,5971,1320,14866
25.62727748,6222,2386,15593
25.64228408,6105,1863,15497
25.65729069,5720,1517,14728
25.6722973,4953,-84,14270
25.6873039,4261,-1879,13413
25.70231051,5080,-3355,13875
25.71731712,5587,-2004,13788
25.73232372,5824,-373,14575
25.74733033,5572,1180,15086
25.76233694,6128,1398,14762
25.77734354,5999,349,14643
25.79235015,5757,-941,14430
25.80735676,6410,-658,15249
25.82236336,6830,362,15619
25.83736997,6886,2195,15617
25.85237658,6101,2422,15511
25.86738318,6051,2305,14825
25.88238979,5918,916,14630
25.8973964,6027,-382,14916
25.912403,5769,-896,14731
25.92740961,5927,-420,14847
25.94241622,5575,687,15074
25.95742282,5477,605,14799
25.97242943,5930,1051,14793
25.98743604,6159,687,14881
26.00244264,5810,229,15356
26.01744925,6024,180,14707
26.03245586,5696,-212,15062
26.04746246,5483,246,14755
26.06246907,5832,445,14839
26.07747568,6115,754,15124
26.09248228,5321,51,14322
26.10748889,5680,-882,14350
26.1224955,5073,-1280,14702
26.1375021,5988,-491,14969
26.15250871,6373,825,15319
26.16751532,6161,1687,14929
26.18252192,5254,1627,14956
26.19752853,4375,354,14584
26.21253514,4745,-535,14449
26.22754174,5311,-307,14581
26.24254835,5935,835,15223
26.25755495,5729,1285,15467
26.27256156,5571,2693,16073
26.28756817,5524,2167,15459
26.30257477,5667,1658,15263
26.31758138,5389,953,14968
26.33258799,4891,-857,14662
26.34759459,5174,-1281,14500
26.3626012,5207,-209,14546
26.37760781,5473,1052,15578
26.39261441,5368,2070,15898
26.40762102,5667,2337,15606
26.42262763,5634,1205,15319
26.43763423,5392,469,15317
26.45264084,5427,13,15063
26.46764745,5300,72,14723
26.48265405,5221,138,14630
26.49766066,5494,519,14754
26.51266727,5181,886,14841
26.52767387,5568,1109,15381
26.54268048,5552,936,15299
26.55768709,5376,708,15220
26.57269369,5424,773,14575
26.5877003,5944,256,15071
26.60270691,5937,24,14812
26.61771351,6002,266,15001
26.63272012,5371,173,14483
26.64772673,5410,767,15006
26.66273333,5117,1560,15644
26.67773994,5155,1347,15138
26.69274655,5244,889,14531
26.70775315,5436,938,14713
26.72275976,4862,229,15364
26.73776637,5208,1256,14858
26.75277297,5242,1310,15010
26.76777958,5195,2385,15049
26.78278619,5376,2628,14766
26.79779279,5070,1796,14619
26.8127994,5362,884,15141
26.82780601,5219,-266,15024
26.84281261,5764,-1262,15151
26.85781922,4820,-252,15570
26.87282583,5609,1548,15153
26.88783243,6002,1640,14698
26.90283904,5454,2391,16373
26.91784565,5683,835,15305
26.93285225,5655,293,15019
26.94785886,5432,-461,14504
26.96286547,4706,-1358,14572
26.97787207,5465,-1448,14700
26.99287868,5632,-91,15279
27.00788529,6306,103,15595
27.02289189,5985,624,16024
27.0378985,6349,333,15388
27.05290511,5920,145,15180
27.06791171,5708,78,14630
27.08291832,5882,-122,14611
27.09792492,5510,-107,15054
27.11293153,5929,-50,14821
27.12793814,6129,-166,15113
27.14294474,5559,-53,15151
27.15795135,6108,-579,14820
27.17295796,5239,345,15315
27.18796456,6176,1206,15420
27.20297117,5309,722,14821
27.21797778,5460,655,14972
27.23298438,6064,425,14866
27.24799099,5639,935,14903
27.2629976,6066,263,15006
27.2780042,6001,778,15112
27.29301081,5012,446,15729
27.30801742,5850,586,15311
27.32302402,5598,462,14794
27.33803063,4906,-18,14785
27.35303724,5961,-1067,14734
27.36804384,5774,-669,14233
27.38305045,5458,-1373,13936
27.39805706,3907,-1065,14345
27.41306366,5806,405,15305
27.42807027,6949,1264,15295
27.44307688,6347,1740,15358
27.45808348,6436,1198,15246
27.47309009,6456,-390,14359
27.4880967,5602,-737,13962
27.5031033,5300,-844,14194
27.51810991,6039,-140,14624
27.53311652,6083,-3,15153
27.54812312,5566,1292,15789
27.56312973,6387,1259,15529
27.57813634,5813,1523,15073
27.59314294,5509,1318,14964
27.60814955,5460,-782,14182
27.62315616,5363,-2019,14172
27.63816276,5705,-2043,14305
27.65316937,5670,-972,14863
27.66817598,6170,-205,14937
27.68318258,5912,316,14964
27.69818919,6456,640,15221
27.7131958,6349,533,15230
27.7282024,6121,449,15680
27.74320901,6190,609,15537
27.75821562,5924,427,14741
27.77322222,5532,-523,14225
27.78822883,5194,-1496,13421
27.80323544,6010,-1201,14631
