elapsed_sec,raw_x,raw_y,raw_z
96.27838138,5887,-2292,13133
96.29338799,6284,-3161,13145
96.30839459,6245,-3139,14035
96.3234012,6609,-1314,15488
96.33840781,7031,-124,15274
96.35341441,6350,-668,14291
96.36842102,6106,-2433,13647
96.38342763,5289,-4006,13466
96.39843423,6804,-6009,12881
96.41344084,6483,-3065,14050
96.42844745,7084,-1279,14752
96.44345405,6843,-1449,15412
96.45846066,7361,-2086,15354
96.47346727,6742,-1942,15153
96.48847387,6172,-1544,14597
96.50348048,5746,-1818,13855
96.51848709,6229,-914,13690
96.53349369,5556,-256,13843
96.5485003,6450,1327,14583
96.56350691,6909,1975,15211
96.57851351,6887,1099,15534
96.59352012,6479,837,14106
96.60852673,6510,1293,13233
96.62353333,7333,-451,13564
96.63853994,7423,-407,15315
96.65354655,7744,600,15738
96.66855315,8460,1531,16222
96.68355976,7864,1459,16051
96.69856637,7516,-109,15150
96.71357297,5981,-37,13928
96.72857958,5665,-1356,13278
96.74358619,5955,-1298,13442
96.75859279,5786,-1494,13344
96.7735994,5494,-852,13983
96.78860601,5689,-334,14031
96.80361261,6659,215,14334
96.81861922,6211,4,14520
96.83362583,6570,-28,14870
96.84863243,6258,-615,14835
96.86363904,5634,-787,14197
96.87864565,5482,-2031,13425
96.89365225,6111,-2618,13358
96.90865886,5925,-1335,14136
96.92366547,7510,999,16613
96.93867207,7972,1637,17932
96.95367868,7150,953,17116
96.96868529,5948,119,15474
96.98369189,5505,-945,14472
96.9986985,5291,-2191,14015
97.01370511,5202,-1063,13938
97.02871171,5719,-888,14092
97.04371832,5577,-116,14458
97.05872492,6025,-272,14671
97.07373153,5645,-603,14570
97.08873814,5867,-1031,14356
97.10374474,6072,-1635,14408
97.11875135,6481,-552,15578
97.13375796,6413,-762,15387
97.14876456,6266,-24,14874
97.16377117,8249,2326,14296
97.17877778,7277,88,13218
97.19378438,6031,462,14647
97.20879099,3694,787,16508
97.2237976,7655,-165,14158
97.2388042,1784,63,13767
97.25381081,9753,1110,13754
97.26881742,6191,1724,15910
97.28382402,8548,366,17025
97.29883063,6810,2012,15985
97.31383724,6093,1213,14972
97.32884384,5681,676,13510
97.34385045,5301,-476,13298
97.35885706,5876,-1816,14039
97.37386366,6619,-804,13669
97.38887027,6522,656,16543
97.40387688,6336,942,16751
97.41888348,5416,1359,14797
97.43389009,5524,217,13709
97.4488967,5423,-276,13500
97.4639033,6216,-2645,13776
97.47890991,6306,-3442,14421
97.49391652,6945,-2339,15082
97.50892312,6355,-685,15825
97.52392973,7197,-224,16030
97.53893634,7323,-396,16318
97.55394294,5770,-574,14777
97.56894955,6158,-1384,14365
97.58395616,6247,-720,14854
97.59896276,6021,659,14896
97.61396937,5910,812,14698
97.62897598,5402,548,14820
97.64398258,5979,133,14810
97.65898919,5855,61,14953
97.6739958,6509,682,15433
97.6890024,5652,1033,15274
97.70400901,5673,822,15388
97.71901562,5290,1260,14343
97.73402222,4417,-1200,13602
97.74902883,5043,-2302,13938
97.76403544,4580,-1136,13650
97.77904204,5763,-191,15110
97.79404865,5856,354,16550
97.80905526,6581,1254,17110
97.82406186,5758,1868,14777
97.83906847,5297,-303,14779
97.85407508,5668,-2015,14512
97.86908168,5952,-1880,13631
97.88408829,4770,-1813,13873
97.89909489,5005,-42,14743
97.9141015,6586,-345,16781
97.92910811,6244,798,17015
97.94411471,5897,639,15225
97.95912132,5003,-851,14301
97.97412793,4867,-1233,13178
97.98913453,5502,-987,14315
98.00414114,6285,-16,15417
98.01914775,5724,578,15448
98.03415435,6314,1528,16052
98.04916096,6325,975,16814
98.06416757,6481,1796,15259
98.07917417,5252,539,14710
98.09418078,6195,-684,14747
98.10918739,6484,-1425,16442
98.12419399,5572,-1786,15228
98.1392006,5954,-1218,14594
98.15420721,5559,-235,15177
98.16921381,5782,-531,14309
98.18422042,4500,81,14742
98.19922703,6170,352,14829
98.21423363,5456,586,14502
98.22924024,6245,-195,15566
98.24424685,6546,383,15090
98.25925345,6778,1142,15230
98.27426006,6426,1671,14688
98.28926667,5823,1573,13946
98.30427327,5602,1473,13953
98.31927988,4734,1251,14355
98.33428649,5646,549,15779
98.34929309,5125,574,15450
98.3642997,5477,491,15884
98.37930631,5635,-266,15039
98.39431291,5088,-57,15642
98.40931952,5317,-87,14821
98.42432613,5415,-28,15235
98.43933273,5272,-537,15484
98.45433934,4940,210,15479
98.46934595,5171,265,14613
98.48435255,4539,74,14773
98.49935916,4608,-1212,14340
98.51436577,5246,-894,15358
98.52937237,6180,-511,17428
98.54437898,5066,-548,16089
98.55938559,3837,-770,14602
98.57439219,3907,-702,14338
98.5893988,4086,-638,14253
98.60440541,4712,-261,14874
98.61941201,4957,597,14963
98.63441862,4729,636,14646
98.64942523,4790,60,15325
98.66443183,5089,-296,16551
98.67943844,5100,766,15759
98.69444505,5213,754,15015
98.70945165,5129,106,13828
98.72445826,4545,-1566,13686
98.73946486,4463,-4497,13702
98.75447147,4522,-5503,14175
98.76947808,5226,-4082,15161
98.78448468,6288,-1024,18381
98.79949129,5941,463,16993
98.8144979,6030,1935,14721
98.8295045,5114,-2187,14832
98.84451111,4692,-4053,14172
98.85951772,5233,-3949,13378
98.87452432,4965,-4328,12929
98.88953093,5786,-3358,14802
98.90453754,6201,-1827,16236
98.91954414,5860,-1377,15761
98.93455075,5891,-979,16046
98.94955736,6327,-968,15734
98.96456396,5494,-1627,15344
98.97957057,5472,-2268,14847
98.99457718,5747,-2767,15423
99.00958378,4974,-2728,14407
99.02459039,5718,-2519,14743
99.039597,5812,-1599,14698
99.0546036,5689,-841,14911
99.06961021,6180,-2079,15577
99.08461682,6384,-2249,15794
99.09962342,6237,-2584,15565
99.11463003,5972,-1928,13765
99.12963664,5720,-310,15374
99.14464324,5121,301,15018
99.15964985,5139,-392,15683
99.17465646,5712,-777,16340
99.18966306,5311,50,15655
99.20466967,5457,157,14847
99.21967628,4620,342,13679
99.23468288,4093,-1569,14187
99.24968949,3642,-4163,14277
99.2646961,4923,-3436,15367
99.2797027,5698,-1029,15357
99.29470931,5612,296,14907
99.30971592,5802,-58,14362
99.32472252,5445,-518,14391
99.33972913,5625,-1479,15110
99.35473574,5717,-1539,15717
99.36974234,5355,-1276,16362
99.38474895,6177,-328,17724
99.39975556,6372,-438,17083
99.41476216,6950,100,15982
99.42976877,5636,-1209,14241
99.44477538,4397,-3019,12715
99.45978198,3999,-5440,11313
99.47478859,4228,-7631,12184
99.4897952,5065,-5848,13375
99.5048018,5445,-2955,14035
99.51980841,6301,-1925,15733
99.53481502,6509,-635,16960
99.54982162,7803,-599,16393
99.56482823,6178,-1637,14959
99.57983483,6498,-1880,14576
99.59484144,6525,-2501,14272
99.60984805,5920,-2681,14132
99.62485465,5471,-2278,14341
99.63986126,5147,-751,15987
99.65486787,6178,-717,16476
99.66987447,6138,784,15752
99.68488108,7803,1270,14743
99.69988769,5855,-854,14595
99.71489429,5989,-1445,14992
99.7299009,6356,-3314,14780
99.74490751,5085,-3283,13772
99.75991411,6161,-1135,14004
99.77492072,6425,-632,17434
99.78992733,6415,1263,16085
99.80493393,5156,-642,14009
99.81994054,4759,-2815,13366
99.83494715,4236,-5146,12631
99.84995375,4825,-4384,12800
99.86496036,5882,-3450,13517
99.87996697,6190,-1183,14584
99.89497357,6045,964,16246
99.90998018,7028,551,17411
99.92498679,6618,582,17353
99.93999339,6201,-1103,15750
99.955,5285,-1730,14922
99.97000661,5475,-2742,13754
99.98501321,5866,-2298,14451
100.0000198,6802,-1436,15483
100.0150264,5713,524,14010
100.030033,5667,-489,14234
100.0450396,6668,479,16027
100.0600462,7670,3946,14784
100.0750529,7745,6732,17873
100.0900595,5482,5738,14763
100.1050661,4598,-752,12083
100.1200727,3546,-6474,13925
100.1350793,4349,-8624,12208
100.1500859,5329,-4231,13579
100.1650925,5382,-137,15322
100.1800991,6476,3231,16298
100.1951057,7115,4239,16254
100.2101123,5954,1900,14984
100.2251189,5597,-1512,13654
100.2401255,5377,-3161,13187
100.2551321,5431,-2794,13871
100.2701387,5826,-1282,14565
100.2851453,5792,-1020,14812
100.300152,6280,-1731,14082
100.3151586,6131,-2389,14143
100.3301652,6227,-1971,15053
100.3451718,6437,-1429,15305
100.3601784,6581,-503,15645
100.375185,6987,-377,16075
100.3901916,6629,-126,15710
100.4051982,7275,316,15312
100.4202048,6026,-326,13879
100.4352114,5742,-1162,13554
100.450218,5848,-1332,13580
100.4652246,7145,240,15358
100.4802312,8446,2327,17035
100.4952378,7613,4742,17547
100.5102444,7082,5256,15942
100.5252511,6414,2974,14694
100.5402577,5871,466,14480
100.5552643,5959,-1991,13408
100.5702709,5410,-3616,12858
100.5852775,5893,-3049,13916
100.6002841,5563,-516,14469
100.6152907,6148,1181,14814
100.6302973,6264,2692,15277
100.6453039,6227,1748,15495
100.6603105,5442,853,14695
100.6753171,5214,-334,13960
100.6903237,4242,-1833,13103
100.7053303,5337,-3384,13289
100.7203369,5590,-2290,13952
100.7353435,5342,-546,14821
100.7503502,5920,987,14989
100.7653568,6288,1346,15376
100.7803634,6039,307,14740
100.79537,6037,-1132,14719
100.8103766,6358,-704,14990
100.8253832,6692,924,15514
100.8403898,6646,2146,15727
100.8553964,6025,2532,15714
100.870403,5888,2709,15505
100.8854096,5993,945,15141
100.9004162,5835,-512,14961
100.9154228,5837,-892,15080
100.9304294,5880,-331,15191
100.945436,5735,509,14953
100.9604426,5925,478,14712
100.9754492,5701,1406,14677
100.9904559,5620,453,14597
101.0054625,5972,369,14869
101.0204691,5784,-169,15040
101.0354757,5630,172,15131
101.0504823,5933,159,14854
101.0654889,5756,541,15048
101.0804955,5865,798,14956
101.0955021,5093,140,14457
101.1105087,5325,-658,14653
101.1255153,5717,-1265,14372
101.1405219,5513,-364,14655
101.1555285,6396,310,15533
101.1705351,6240,1700,15020
101.1855417,5244,1660,14660
101.2005483,4979,739,14771
101.215555,4854,-343,14594
101.2305616,5535,-245,14742
101.2455682,5442,425,15393
101.2605748,5859,1700,15253
101.2755814,5748,1965,15670
101.290588,5411,2360,15618
101.3055946,5675,1560,15248
101.3206012,5788,627,15015
101.3356078,4993,-969,14812
101.3506144,5173,-1289,14798
101.365621,5204,-499,15014
101.3806276,5138,1330,15437
101.3956342,5144,1471,15315
101.4106408,5591,2182,15818
101.4256474,5434,1181,15561
101.4406541,6024,265,15419
101.4556607,5345,342,15041
101.4706673,5179,154,14940
101.4856739,5397,398,14440
101.5006805,5316,239,15106
101.5156871,5311,820,14898
101.5306937,5665,1284,15308
101.5457003,5825,997,15295
101.5607069,5636,974,15018
101.5757135,5505,628,14669
101.5907201,5879,-41,14732
101.6057267,5640,738,15213
101.6207333,6008,116,15217
101.6357399,5115,527,14690
101.6507465,5433,573,15053
101.6657532,5286,1568,15388
101.6807598,5176,1740,14921
101.6957664,5136,862,14620
101.710773,5451,625,15030
101.7257796,4893,490,14780
101.7407862,4868,819,14637
101.7557928,5222,1807,14412
101.7707994,5531,2406,14901
101.785806,5482,2620,15568
101.8008126,4803,1664,14707
101.8158192,4888,610,15422
101.8308258,5563,-477,15268
101.8458324,5208,-1182,15243
101.860839,5013,-125,15259
101.8758456,5441,917,15299
101.8908523,5551,2155,14713
101.9058589,5789,2046,16170
101.9208655,5660,1185,15669
101.9358721,5582,466,15247
101.9508787,5530,-310,14568
101.9658853,5045,-1463,13952
101.9808919,5471,-952,14563
101.9958985,5931,-34,15256
102.0109051,6380,385,15206
102.0259117,6246,509,15566
102.0409183,6130,228,15206
102.0559249,5760,223,14897
102.0709315,5782,-97,14735
102.0859381,5815,-45,14276
102.1009447,5901,-6,14910
102.1159514,5746,259,15298
102.130958,5737,556,15246
102.1459646,5766,-363,14983
102.1609712,6179,-166,14702
102.1759778,5394,441,15512
102.1909844,5939,1315,15363
102.205991,5737,959,15205
102.2209976,5748,619,15026
102.2360042,5936,36,15039
102.2510108,5538,774,14939
102.2660174,6165,391,15212
102.281024,5997,612,15452
102.2960306,5603,539,15918
102.3110372,5634,696,14820
102.3260438,5643,757,14817
102.3410505,4943,71,15023
102.3560571,5415,-858,14919
102.3710637,5678,-408,14422
102.3860703,5723,-1645,14069
102.4010769,4359,-1130,14574
102.4160835,5964,406,15172
102.4310901,6566,1392,15289
102.4460967,6170,1572,15182
102.4611033,6186,1134,14993
102.4761099,6246,-303,14301
102.4911165,5523,-626,14188
102.5061231,5294,-1067,13845
102.5211297,5854,-222,14533
102.5361363,6032,-235,15151
102.5511429,5686,1610,15590
102.5661495,6411,1066,14866
102.5811562,5751,1347,14553
102.5961628,5585,1300,15297
102.6111694,5138,-779,14309
102.626176,5226,-2229,14102
102.6411826,5341,-2602,14657
102.6561892,5777,-1128,14772
102.6711958,6240,78,14973
102.6862024,5704,222,14917
102.701209,5542,696,14774
102.7162156,6200,988,15314
102.7312222,6295,466,15634
102.7462288,6447,333,15456
102.7612354,5739,305,14696
102.776242,5536,-320,14180
102.7912486,5125,-1281,12973
102.8062553,6124,-1427,14632
102.8212619,6857,2685,16167
102.8362685,6667,6474,17025
102.8512751,6226,5263,16934
102.8662817,5601,2060,14541
102.8812883,5550,-1287,13348
102.8962949,4085,-4817,11911
102.9113015,4496,-4813,12821
102.9263081,5271,-2116,13709
102.9413147,5934,764,14880
102.9563213,6699,3417,16367
102.9713279,6931,3264,16879
102.9863345,7233,2282,17540
103.0013411,6009,218,15002
103.0163477,5335,-725,14350
103.0313544,5729,-298,14675
103.046361,5898,908,15352
103.0613676,5850,1316,15461
103.0763742,5757,1325,14720
103.0913808,5762,170,14864
103.1063874,6036,-281,14944
103.121394,5901,95,14828
103.1364006,5863,150,14708
103.1514072,5739,884,15229
103.1664138,5779,915,15346
103.1814204,5904,1221,15049
103.196427,5617,734,14561
103.2114336,4977,278,13748
103.2264402,5317,280,14103
103.2414468,5755,549,14527
103.2564535,6108,1663,15369
103.2714601,6168,1666,15551
103.2864667,5846,2502,15097
103.3014733,5539,2199,14867
103.3164799,5306,1356,14734
103.3314865,5189,405,14569
103.3464931,5784,-1128,14567
103.3614997,5230,-893,14290
103.3765063,5536,198,15292
103.3915129,5543,1320,15309
103.4065195,6323,1747,15334
103.4215261,5738,1685,14941
103.4365327,5703,524,14997
103.4515393,5695,-160,14982
103.4665459,5404,-667,14218
103.4815526,5963,-1103,14973
103.4965592,6245,120,15538
103.5115658,6369,1155,16220
103.5265724,6121,2508,15807
103.541579,6177,2678,15647
103.5565856,6021,1749,15340
103.5715922,6205,76,14378
103.5865988,5261,-1024,14023
103.6016054,5880,-1084,13995
103.616612,5403,455,14890
103.6316186,5703,994,14981
103.6466252,5804,1675,15347
103.6616318,5684,964,15540
103.6766384,6090,58,15442
103.691645,5742,238,14929
103.7066517,5646,-278,14689
103.7216583,5534,-150,14976
103.7366649,5557,-2,14842
103.7516715,5097,196,15023
103.7666781,5743,91,14908
103.7816847,5816,296,15298
103.7966913,5895,1201,15374
103.8116979,5937,1604,15698
103.8267045,5791,1678,15062
103.8417111,5460,727,14482
103.8567177,5589,475,14547
103.8717243,5518,554,14952
103.8867309,5690,1032,14931
103.9017375,5625,1065,15096
103.9167441,5603,715,15395
103.9317508,6300,712,15136
103.9467574,6230,836,14648
103.961764,5729,537,15069
103.9767706,5774,-341,14809
103.9917772,5771,-586,14759
104.0067838,5998,-165,14431
104.0217904,5533,165,14902
104.036797,6090,182,15148
104.0518036,5903,268,15204
104.0668102,5617,649,14692
104.0818168,5872,874,15349
104.0968234,6078,151,15348
104.11183,6441,324,14601
104.1268366,5917,643,15283
104.1418432,6023,302,15259
104.1568498,5559,-197,14687
104.1718565,5696,-766,14394
104.1868631,5210,-1072,14805
104.2018697,5440,-621,14630
104.2168763,5921,-143,15125
104.2318829,5999,-471,14958
104.2468895,5832,-170,15078
104.2618961,5483,-713,14955
104.2769027,5593,-1273,14614
104.2919093,5611,-2780,13177
104.3069159,5903,-1768,13758
104.3219225,6535,-431,15913
104.3369291,6617,2030,16334
104.3519357,6980,3487,16034
104.3669423,6379,2345,15531
104.3819489,6018,-577,14223
104.3969556,6078,-3380,12832
104.4119622,4891,-2098,14493
104.4269688,5657,-1813,13391
104.4419754,4857,-1212,14551
104.456982,6204,-649,15055
104.4719886,6951,989,15901
104.4869952,6063,1434,16360
104.5020018,6911,703,15377
104.5170084,6207,-688,14872
104.532015,5715,-2140,14144
104.5470216,5215,-3709,13527
104.5620282,5322,-3329,13853
104.5770348,5367,-2087,14168
104.5920414,6462,1029,15469
104.607048,7245,3418,16690
104.6220547,7452,5485,16184
104.6370613,6343,2100,15032
104.6520679,5474,-1379,14091
104.6670745,5397,-3080,13035
104.6820811,4977,-3395,13669
104.6970877,5638,-1774,13855
104.7120943,6382,-122,15016
104.7271009,6679,298,15803
104.7421075,7629,2387,16705
104.7571141,6709,2484,15902
104.7721207,6072,917,15007
104.7871273,4594,-1565,13692
104.8021339,4864,-4272,13135
104.8171405,5306,-4120,13391
104.8321471,5828,-2915,14623
104.8471538,6100,-170,15025
104.8621604,6077,371,15142
104.877167,6932,781,15376
104.8921736,6434,1026,15665
104.9071802,6215,99,14892
104.9221868,5883,-419,14659
104.9371934,5765,-219,14627
104.9522,6095,-362,14689
104.9672066,5747,-789,14531
104.9822132,5383,-916,14348
104.9972198,5977,-154,15285
105.0122264,6314,404,15573
105.027233,6447,523,15439
105.0422396,6286,44,14711
105.0572462,5294,-1414,14151
105.0722529,5301,-1885,14615
105.0872595,5242,-1425,14134
105.1022661,5316,-1693,14626
105.1172727,5899,-1313,15688
105.1322793,6198,-966,15592
105.1472859,5786,-772,15135
105.1622925,5677,-1211,14713
105.1772991,4764,-3616,13841
105.1923057,5044,-4227,13846
105.2073123,5715,-1986,14705
105.2223189,6302,86,15385
105.2373255,6858,2659,16349
105.2523321,6432,4262,16907
105.2673387,5549,2301,15314
105.2823453,5170,-1013,13728
105.297352,4958,-3908,12861
105.3123586,4863,-3796,13278
105.3273652,5649,-2610,15036
105.3423718,6068,-861,15656
105.3573784,6313,334,15604
105.372385,6314,-205,16186
105.3873916,6130,-299,15245
105.4023982,5620,-839,14867
105.4174048,5927,-1036,14877
105.4324114,5502,-1461,14462
105.447418,5883,-1288,14872
105.4624246,6094,-862,15281
105.4774312,6172,-565,15544
105.4924378,5571,-686,14775
105.5074444,5622,-2234,13881
105.5224511,4849,-2735,13606
105.5374577,5592,-3085,13603
105.5524643,5628,-1671,14319
105.5674709,5839,-921,15769
105.5824775,6385,-356,15481
105.5974841,5780,-418,14943
105.6124907,5711,-1699,14539
105.6274973,5393,-2743,13937
105.6425039,5619,-2043,14234
105.6575105,6330,-121,14962
105.6725171,7031,2729,15969
105.6875237,7270,4246,16179
105.7025303,6235,2602,15611
105.7175369,6217,-131,14383
105.7325435,5289,-1861,13537
105.7475502,4819,-2801,12694
105.7625568,4793,-2467,13571
105.7775634,5351,-995,14505
105.79257,6732,275,15966
105.8075766,7300,1614,16624
105.8225832,6512,1533,15882
105.8375898,6086,698,15182
105.8525964,5730,-520,14447
105.867603,5290,-1543,14403
105.8826096,5229,-1673,14782
105.8976162,5757,-1721,15338
105.9126228,5372,-993,15397
105.9276294,6280,-357,14834
105.942636,4633,-2352,13660
105.9576426,5098,-2138,14688
105.9726492,6232,-1139,14975
105.9876559,6379,-452,14752
106.0026625,6346,454,15142
106.0176691,5846,1503,15640
106.0326757,6554,1223,15400
106.0476823,6391,1030,16016
106.0626889,5921,384,14916
106.0776955,5786,-584,14650
106.0927021,5630,-975,14030
106.1077087,5498,-719,14688
106.1227153,5853,-570,15050
106.1377219,5670,-663,15099
106.1527285,6210,149,14621
106.1677351,5463,-1271,14547
106.1827417,5355,-2415,13838
106.1977483,2927,-1267,17704
106.212755,6280,-1389,13942
106.2277616,4664,-225,15505
106.2427682,6935,43,15353
106.2577748,5511,-53,15093
106.2727814,5808,-867,14881
106.287788,5844,-1410,14776
106.3027946,5629,-901,14671
106.3178012,6034,-232,15287
106.3328078,5905,363,15288
106.3478144,6250,338,15112
106.362821,5774,-8,15265
106.3778276,6257,-494,14800
106.3928342,5894,-1182,14753
106.4078408,5509,-1892,14178
106.4228474,6811,-2079,14858
106.4378541,6472,-678,15164
106.4528607,6428,-31,15120
106.4678673,6270,605,15291
106.4828739,5966,429,15274
106.4978805,6039,232,15571
106.5128871,6161,-279,14914
106.5278937,6269,-719,14527
106.5429003,6075,-887,14540
106.5579069,6293,-910,15021
106.5729135,5922,-463,14338
106.5879201,5925,-793,14577
106.6029267,6172,-1090,14464
106.6179333,6428,-1335,14877
106.6329399,6488,-188,15540
106.6479465,6376,1376,15739
106.6629532,6386,2258,15442
106.6779598,5974,1180,14943
106.6929664,5824,-218,14116
106.707973,5883,-2416,14025
106.7229796,5224,-3741,13026
106.7379862,4619,-2117,12916
106.7529928,6293,-997,14715
106.7679994,6635,80,15389
106.783006,6423,186,15424
106.7980126,6332,-198,15033
106.8130192,6270,-693,15012
106.8280258,6872,-541,14924
106.8430324,6171,-838,14670
106.858039,6735,-825,14815
106.8730456,6795,-572,15482
106.8880523,6615,-201,14840
106.9030589,6565,594,14924
106.9180655,6145,605,14478
106.9330721,6272,39,14643
106.9480787,6413,-1356,14224
106.9630853,6911,-937,14746
106.9780919,7410,177,15582
106.9930985,6311,827,15385
107.0081051,4995,-1109,13905
107.0231117,5292,-1229,13659
107.0381183,5406,-1071,13780
107.0531249,5705,-591,14256
107.0681315,6287,-173,15309
107.0831381,6620,94,15517
107.0981447,6851,-58,15124
107.1131514,6460,-37,15427
107.128158,6182,307,14942
107.1431646,6564,481,14911
107.1581712,6903,750,15475
107.1731778,7179,172,15719
107.1881844,6932,1428,15407
107.203191,6697,2636,15358
107.2181976,5824,2021,14345
107.2332042,5707,-385,13340
107.2482108,5231,-3497,13015
107.2632174,5054,-4624,13128
107.278224,5508,-2735,14036
107.2932306,5811,-1657,14933
107.3082372,5796,-607,15297
107.3232438,6549,-413,14630
107.3382505,6426,-1232,14576
107.3532571,6525,-1061,15094
107.3682637,6874,-707,15547
107.3832703,6700,-747,15078
107.3982769,6802,-684,15182
107.4132835,7152,806,15203
107.4282901,7577,2065,16180
107.4432967,7380,2974,16046
107.4583033,6526,1337,14820
107.4733099,5033,-2768,13107
107.4883165,5255,-4416,12856
107.5033231,5678,-2501,13741
107.5183297,6918,2226,16136
107.5333363,8883,6682,16921
107.5483429,7004,6164,15882
107.5633495,6274,649,13658
107.5783562,5161,-5248,12211
107.5933628,5312,-6875,12372
107.6083694,5408,-3933,13488
107.623376,6324,-858,14843
107.6383826,6414,1436,15332
107.6533892,6058,1664,15294
107.6683958,6411,-617,14330
107.6834024,6476,-1629,14727
107.698409,6447,-1777,14720
107.7134156,7261,-935,15400
107.7284222,6815,-167,15130
107.7434288,6591,-268,14273
107.7584354,6691,-1116,14006
107.773442,6489,-587,15252
107.7884486,6948,-221,15126
107.8034553,7541,-60,15809
107.8184619,6913,539,15825
107.8334685,6532,868,15058
107.8484751,6739,337,14983
107.8634817,7264,1329,15822
107.8784883,9062,4467,16900
107.8934949,6290,5310,14398
107.9085015,4721,-827,12725
107.9235081,4162,-7152,12212
107.9385147,3083,-8032,13917
107.9535213,5518,-3438,13138
107.9685279,7053,1586,15626
107.9835345,7370,4555,17058
107.9985411,7462,2676,16089
108.0135477,6011,-691,15129
108.0285544,6079,-2758,13712
108.043561,6678,-3825,14101
108.0585676,7620,-1125,15377
108.0735742,7492,840,15259
108.0885808,6981,1045,15760
108.1035874,6686,-595,15120
108.118594,6070,-1270,14154
108.1336006,5858,-1679,14048
108.1486072,7233,-1140,15069
108.1636138,7949,1649,16623
108.1786204,8468,5005,16764
108.193627,6645,4484,15690
108.2086336,5647,-468,13011
108.2236402,5034,-4909,12445
108.2386468,6211,-5721,13301
108.2536535,5653,-4621,13731
108.2686601,6098,-2500,14392
108.2836667,7193,342,15395
108.2986733,6246,1570,15618
108.3136799,6421,-449,15629
108.3286865,6214,-3120,13985
108.3436931,5947,-3748,13686
108.3586997,6120,-3191,14500
108.3737063,6282,-1542,14945
108.3887129,6719,-1515,15193
108.4037195,7181,-741,16010
108.4187261,6563,-725,15378
108.4337327,6411,-1831,14665
108.4487393,5519,-1981,14157
108.4637459,6019,-1873,14966
108.4787526,6012,-2381,15038
108.4937592,6381,-838,15252
108.5087658,6418,-827,15571
108.5237724,6578,-147,15553
108.538779,6317,-877,15194
108.5537856,6370,-2316,15209
108.5687922,6146,-1868,14961
108.5837988,5805,-1839,14962
108.5988054,5612,-1153,15485
108.613812,5806,533,15221
108.6288186,5680,1097,15345
108.6438252,5858,1799,15544
108.6588318,5261,53,14184
108.6738384,4353,-1116,13357
108.688845,4211,-2542,13184
108.7038517,4114,-1761,13122
108.7188583,3899,-920,13350
108.7338649,4511,-382,14417
108.7488715,5936,-405,15068
108.7638781,6056,-618,15606
108.7788847,5924,-951,15561
108.7938913,5834,-1961,15646
108.8088979,5849,-2345,14261
108.8239045,5428,-1242,15182
108.8389111,5452,-906,15029
108.8539177,5717,-2559,15704
108.8689243,6161,-3904,15474
108.8839309,5812,-4924,14739
108.8989375,5142,-5497,14002
108.9139441,4898,-4396,13720
108.9289508,5758,-3622,14113
108.9439574,5892,-2282,14851
108.958964,6604,-1168,16148
108.9739706,5612,-1840,15455
108.9889772,6245,-2277,15001
109.0039838,6493,-1878,14986
109.0189904,5790,-1949,14763
109.033997,6219,-1191,15172
109.0490036,6171,-1108,16146
109.0640102,7016,-1734,15487
109.0790168,6662,-489,16713
109.0940234,7026,-217,16117
109.10903,5979,-998,14187
109.1240366,4744,-3270,13456
109.1390432,4610,-4568,12742
109.1540498,4837,-4529,13563
109.1690565,6023,-2848,14780
109.1840631,7083,1439,16277
109.1990697,6019,4116,16740
109.2140763,6113,2436,15247
109.2290829,5975,-3615,13193
109.2440895,4666,-8084,12898
109.2590961,4550,-8707,12056
109.2741027,4802,-6304,13948
109.2891093,5703,-2986,14535
109.3041159,6359,-775,15401
109.3191225,7122,-678,16620
109.3341291,7382,249,15996
109.3491357,6184,-441,15707
109.3641423,6049,-1518,15083
109.3791489,5477,-2719,14589
109.3941556,5863,-3531,14123
109.4091622,6207,-2896,14318
109.4241688,6193,-2369,14738
109.4391754,6033,-1534,14516
109.454182,6410,-1079,14728
109.4691886,6054,-1554,15103
109.4841952,6001,-1748,14375
109.4992018,5636,-2453,14888
109.5142084,6308,-1747,15329
109.529215,6254,-1078,15339
109.5442216,6155,-206,15270
109.5592282,5416,-1168,14604
109.5742348,5733,-2793,14044
109.5892414,5840,-3970,14032
109.604248,5839,-2587,14820
109.6192547,6081,-481,15721
109.6342613,5642,220,14692
109.6492679,5593,-826,14000
109.6642745,4773,-3224,13767
109.6792811,4710,-4387,13752
109.6942877,5987,-3581,14983
109.7092943,6848,-2209,15225
109.7243009,4860,-1813,14891
109.7393075,5355,-2149,14402
109.7543141,4841,-3653,13709
109.7693207,4977,-5027,13334
109.7843273,5811,-3104,14922
109.7993339,6309,-1532,15962
109.8143405,7060,300,16799
109.8293471,7046,335,17277
109.8443538,6729,-341,16187
109.8593604,5989,-2167,14946
109.874367,5223,-2947,14755
109.8893736,5850,-2980,14082
109.9043802,5740,-1815,14735
109.9193868,6743,-826,14897
109.9343934,6814,537,16309
109.9494,5986,1476,15405
109.9644066,5240,-756,13943
109.9794132,4309,-3350,13837
109.9944198,4717,-6543,12339
110.0094264,3447,-5988,13641
110.024433,4697,-4963,13845
110.0394396,4918,-2861,13762
110.0544462,5955,-1681,14833
110.0694529,6446,-591,16148
110.0844595,7306,412,16508
110.0994661,7379,-362,16171
110.1144727,6213,-1677,15477
110.1294793,5572,-1810,14203
110.1444859,5436,-3147,14156
110.1594925,5593,-2500,14327
110.1744991,6052,-1221,14648
110.1895057,6891,-806,14756
110.2045123,6149,-897,15970
